department,question
勞動部勞工保險局,8. 我申請老農津貼，核定不合格，請問我該如何提出救濟？ 
勞動部勞工保險局,7. 如果溢領老農津貼，沒有繳還會有什麼責任？ 
勞動部勞工保險局,42. 老農津貼請領人若名下土地房屋沒有新增，卻因為公告土地現值調升而導致土地房屋價值合計超過500萬元，還可以繼續領取老農津貼嗎？
勞動部勞工保險局,11. 老年農民福利津貼暫行條例第3條有關老年漁民「已領取」勞保老年給付應如何認定？ 
勞動部勞工保險局,4. 我本來使用農會帳戶領取老農津貼，現在想換另一個帳戶領可以嗎？ 
勞動部勞工保險局,6. 我父親過世後因農會帳戶已結清，父親死亡當月之老農津貼領不到，該怎麼辦？ 
勞動部勞工保險局,5. 目前已經領取政府發放之生活補助或津貼（中低收入老人生活津貼、低收入老人生活補助費、身心障礙者生活補助費、榮民就養、收容安置…等）的人，可以同時領老農津貼嗎？
勞動部勞工保險局,13. 老農津貼請領人失蹤，是否仍具申領資格？ 
勞動部勞工保險局,34. 農民每年分配到的收益什麼時候可以領出來？
勞動部勞工保險局,33. 如果基金收益不佳，會影響我的退休儲金（本金）嗎？
勞動部勞工保險局,30. 修法後申請老農津貼時農保年資6個月以上未滿15年不得領取半額津貼之情形？
勞動部勞工保險局,31. 已經在領勞退了，後來參加農保並提繳農民退休儲金，還可以重複領農退嗎？ 
勞動部勞工保險局,2. 我是漁會甲類會員，以後可以領老農津貼(老漁津貼)嗎？要怎麼申請？每個月可以領多少錢？ 
勞動部勞工保險局,3. 請問我申請的老農津貼會在什麼時候入帳？ 
勞動部勞工保險局,17. 老農津貼排富規定內容？
勞動部勞工保險局,29. 我要如何申請開立農退儲金專戶？
勞動部勞工保險局,1. 有參加農保，以後可以領老農津貼嗎？要怎麼申請？每個月可以領多少錢？
勞動部勞工保險局,25. 配偶、子女、扶養人的所得及土地房屋之價值是否會合併計算？ 
勞動部勞工保險局,26. 錢還沒領完就被老天爺帶走了，誰可以領走我剩下的農民退休儲金？ 
勞動部勞工保險局,32. 農民退休儲金個人專戶的收益分配金額如何計算？每年什麼時候辦理收益分配？我要如何得知自己的農民退休儲金個人專戶分配到多少收益呢？
勞動部勞工保險局,30. 如果已開立勞工保險、職災保險、勞保年金、就業保險、國民年金、勞工退休金及老農津貼等專戶，是否可供存入農退儲金款項？
勞動部勞工保險局,24. 提繳的金額，可以減免稅額嗎？
勞動部勞工保險局,20. 如果帳戶內餘額不足，勞保局扣款失敗會怎樣？ 
勞動部勞工保險局,25. 來不及領錢就被老天爺帶走了，錢會歸國庫嗎？能否留給親人？
勞動部勞工保險局,18. 開始提繳農民退休儲金後農保退保，還可以繼續提繳嗎？ 
勞動部勞工保險局,17. 最近收成不好，不想繳了，可以嗎？ 
勞動部勞工保險局,16. 最近收成不好，想少繳一點，可以嗎？
勞動部勞工保險局,9. 老年農民福利津貼暫行條例第4條第7項規定已領取社會保險老年給付者，於87年11月11日修正施行後，再加入農民健康保險者或加入勞工保險之漁會甲類會員，不適用本條例之規定，其中「再加入」是什麼意思？109年2月17日修正放寬哪些對象？
勞動部勞工保險局,22. 因符合「提前」請領農民退休儲金之情形，而由農民決定請領之年限，要請幾年才划算？
勞動部勞工保險局,13. 提繳期間怎麼計算？
勞動部勞工保險局,21. 被勞保局停繳後，還可以補繳嗎？ 
勞動部勞工保險局,11. 農民沒有雇主，除了自己提繳之外，政府會幫我提繳嗎？
勞動部勞工保險局,10. 怎麼繳錢？跟誰繳？
勞動部勞工保險局,9. 每個月最高可以提繳多少
勞動部勞工保險局,28. 開立農退儲金專戶有什麼好處？
勞動部勞工保險局,7. 我沒有參加農保，但有參加農職保，可以提繳嗎？
勞動部勞工保險局,23. 已經在領農民退休儲金，但是還沒滿65歲，回去務農，可以再提繳嗎？ 
勞動部勞工保險局,5. 只要有農保資格就可以提繳嗎？
勞動部勞工保險局,4. 申請提繳，有年齡限制嗎？
勞動部勞工保險局,27. 什麼是農退儲金專戶？跟一般帳戶有何不同？
勞動部勞工保險局,2. 農民健康保險跟農民退休儲金有甚麼不同?
勞動部勞工保險局,1. 何時可以開始提繳農民退休儲金
勞動部勞工保險局,6. 只要有農保就一定要提繳嗎？
勞動部勞工保險局,12.領身障給付後，老農津貼會被取消？
勞動部勞工保險局,11.傷病期間薪資縮水，別忘了請勞保傷病給付！
勞動部勞工保險局,10.國民年金的5大給付保障
勞動部勞工保險局,9.洗腎可領440日失能一次金，還可繼續加保
勞動部勞工保險局,8.出事當天才加保 來得及領職災死亡給付？
勞動部勞工保險局,3. 參加農民退休儲金的對象為何？
勞動部勞工保險局,15. 最近大豐收，想多繳一點，可以嗎？
勞動部勞工保險局,6.失業勞工提早就業 還有獎助津貼可領
勞動部勞工保險局,4.失業給付如何領？領多久？
勞動部勞工保險局,5.領完失業給付 勞保老年錢照領！
勞動部勞工保險局,7.受僱勞工想繼續在工會加勞保，可以嗎？
勞動部勞工保險局,2.勞保退保後生子 還有錢領？
勞動部勞工保險局,14. 65歲以後，可以同時請領農民退休儲金及老農津貼嗎？
勞動部勞工保險局,8. 我想要提繳農民退休儲金，應該如何辦理
勞動部勞工保險局,12. 繳到什麼時候可以開始領？ 
勞動部勞工保險局,13.勞工退休金與勞保老年給付大不同
勞動部勞工保險局,19. 如果我65歲時忘記請領，直到70歲才提出申請，會影響我可以領取的總額嗎？ 
勞動部勞工保險局,1.未婚生子，勞保生育給付照領！
勞動部勞工保險局,3.生雙胞胎夫妻各可領一年育嬰留職停薪津貼及薪資補助
